text,is_hate_1,is_toxic_1,is_offensive_1,is_hate_2,is_toxic_2,is_offensive_2,is_hate_3,is_toxic_3,is_offensive_3,is_hate_4,is_toxic_4,is_offensive_4,is_hate_5,is_toxic_5,is_offensive_5,is_hate_6,is_toxic_6,is_offensive_6
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user WHERE IS THE SIGNED CONTRACT @user OWES? WHERE IS THE TRUTH &amp; JUSTICE THE ""JUSTICE"" SYSTEM, @user &amp; STAFF &amp; CERTAIN ILLUMINATI MEMBERS ARE DELIBERATELY HOLDING HOSTAGE? @user @user @user @user @user",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,1,0
"#SouthAfrica is still fighting a #ApartheidFlag, 25 years after independence. Anyone who dares fight for black emancipation will vilified,  ask any #SouthAfrican who has worked in white spaces about being vilified for questioning #WhiteSupremacy .#RobertMugabe <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"To be honest #PutSouthAfricansFirst is against crime and treason
% modern slavery
% drugs trafficking
% illegal immigration
% sex trafficking
% bribery",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,1,1
@user @user Looks like they not really that prepared _x1f923__x1f923__x1f923__x1f923_ <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,1,0,0,0
"@user @user children don't die from hunger here, we have free quality education, RDP houses.
Children from birth to 16 years get social grants....our tax rates are reasonable...there is business here, why u think foreigners Wana stay here for?",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
I was raped by prof Lord Mawuko-Yevugah in 2013. He was a professor in international relations at Wits University,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user #SHINJA  JUMP IN WE ARE GOING TO MARS 🚀🚀🚀🚀 @user,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Anyone who is attacking  #PutSouthAfricansFirst is part of the problem - the reason why the country can't progress.

In Herman Mashaba, we believe. <URL>",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"@user @user @user @user @user @user @user @user @user @user @user Don't include other people in your threats, please. The topic is Senekal.",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user Did you also post the hooligans from Brackenfell  Senekal?  Cowards hitting a woman with shambok <URL>,0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,1
"@user You must start your own political party trust me we will vote for you to be the president of this country don't worry about getting the funds South Africans we will provide.
#PutSouthAfricaFirst",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user No wonder when I pass there sometimes Zimbabweans selling at robots outside the fence ya McDonald'/PicknPay posible he told to sell der

They cooking/selling they turning that place to marabastaad that's not place to sell.

This Zimbabweans wanna SA to a dirty country like thiers",0,0,0,0,1,1,,,,,,,0,1,1,0,1,1
"Congrats to the first Black Captain of S.A @user - You made history today, you silenced racist S.A and you beat England!!  #SAvENG #WakandaForever #SiyaKolisi #BokPanther <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Rather disappointed that the farmers did not beat Malema into a coma after he and his followers - again - sang “Kill the Boer, Kill the farmer.”

#Senekal
#FarmMurders
#RacistPig #Malema
#KillTheBoer
#ANC #Lawlessness
#EFF

#NoFarmersNoFood",0,0,0,0,0,1,,,,0,0,1,1,1,1,1,1,1
"Wtf is happening in Senekal and why does the EFF have a war committee?
Why are we building walls at our borders?
I'm scared.",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user @user Sure! Mbuze Galela. They want to say nyenophobic. Kanti, they are busy killing each other. Asingeni ndawo thina! #PutSouthAfricansFirst",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,1,1
@user #EFF #EFFInBrackenfell again I don’t see the tough guy #JuliusMalema or @user anywhere near the front of the crowd while the action takes place. King Kong himself will later roll out onto his stage long after the risk has gone.,0,0,0,1,1,1,,,,0,0,1,0,1,1,1,1,1
"CliffCentralCom: RT @user DON'T MISS | Mcebo Dlamini was one of the loudest voices in the 2015 #FeesMustFall protests &amp; he paid the price for it. He chatted to @user about his feelings on the ANC, the EFF, Blade Nzimande and the current… <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user @user @user You know, ANC is handling illegal foreigners with kid gloves. There is a motive behind all these. People cannot leave their countries only to come and do crime in SA, with government turning a blind eye on all of these. Se ka batlwa se ka bonwa.",0,0,0,0,0,0,,,,0,1,1,0,1,0,0,1,1
"We did say that the terror attacks in Brackenfell will not go unanswered. On Friday we will descend and ensure that nothing operates.

The WC EFF protest against racism this Friday at Brackenfell High School at 10am   <URL>",0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0
#FreeEducation should be accessible to all South African Citizen's 🇿🇦✊🏾. #FeesMustFall and our president #cyrilramaphosa should #PutSouthAfricaFirst before his political agenda💯🚨,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"2 years ago....we can add a few extra zeros...and uncle Cyril is in charge 
#ANCMustFall 
#WeWantOurCountryBack 
#PutSouthAfricansFirst <URL>",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
@user I don't know why but this reminds me of a documentary I watched on the modern technique of how to enslave a country.They don't use guns or whips anymore but an economic noose -Funding,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
Brendin Horner-moord: Saak teen 2 uitgestel  <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user A South African would be patriotic and respect laws. There is no South African who wants lawlessness to reign in their country. There is no. South African who can be against a simple and clear message of #PutSouthAfricansFirst,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,1,0
"@user @user @user @user @user I like Trump. Mzantsi is full.
#PutSouthAfricansFirst",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,1,0
@user @user @user @user Stop defending white people Kabelo. No... <URL>,0,0,0,0,1,0,,,,0,1,1,0,0,0,0,1,0
@user @user @user Zim issues are intertwined with #PutSouthAfricansFirst . You should know that by now.,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
It's imperative that we come together as a people to face a common enemy. We must forget our differences to fight racism. Tactics based on morality can only succeed when you're dealing with a system that is more. ✊_x1f3ff_ #EFFInBrackenfell,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Police just shot this niggah for no reason. He wasn't even a student. He was just getting his meds. In Braam. #NSFAS #feesmustfall <URL>,0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,1
"@user @user @user Why didnt they start the posters in Soweto, instead they went to phoenix.

Where there no heroes in soweto?

How many shops were looted or were attempted to be looted in Phoenix 
#PhoenixMassacre",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
@user @user You dont have to invalidate #PutSouthAfricansFirst in the process though. Because the PSAF doesn't preclude what EFF advocates,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
[meeste gelees] Klag ingedien oor EFF se “Kill the Boer”-lied op Senekal <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
#OperationDudula #PutSouthAfricansFirst who're these vendors outside Thembisa Mall? @user @user @user .ne,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"@user @user @user @user And Congratulations to the Compatriots that made it on Lerato's web👇🏽👇🏽 You are doing a good job. Keep it up Bahlali👊🏽 

Many more would like to be on the famous web😉🤪

We'll keep beating the #PutSouthAfricansFirst drum <URL>",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"@user If you can live with R350 keep that for yourself bhari we want jobs we don't want your SASSA 
#PutSouthAfricansFirst 
#ANCMustFall 
#EFFMustFall",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
"@user @user @user Ons leer.
Senekal 1 &amp; 2 was voortreflike protesoptredes gewees.
Dit het die wêreld aan die gons en die EFF het baie geld gespandeer om hulleself soos 'n spul foefenjolle te laat lyk wat hulle laf geskrik het vir 'n klompie rustige Boere.",0,0,0,0,0,0,,,,,,,0,1,1,0,0,1
@user #PutSouthAfricansFirst is not for politians gunning for votes,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
What’s happening in Israel ? <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
#EFFInBrackenfell @user @user must haves for marches. <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Both accused in the murder of young Free State farm manager Brendin Horner have been acquitted of his murder and robbery #farmmurders #Brendinhorner #acquitted #algoafmnews 
<URL> <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user you better listen to SA citizens cos the next war will be deadly for all us as you force citizens to share the country with foreigners!
#PutSouthAfricaFirst 
#voetsekanc <URL>",0,0,0,0,0,1,,,,1,1,1,1,1,0,0,1,1
"Celebrate your #HeritageDay by reading. #TherealpriceOfaDegree narrates the story of #feesmustfall, how the poor student pay fees and why they were so determined to fight for Free education. R260 including courier DM to order #HeritageMonth2021 <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"There has been a brutal rape and murder this week of a six-year-old girl in Mdantsane in East London, in the Eastern Cape. Lets us put South Africans first by not rapping and killing our women an children. We're ourselves worst enemy. #PutSouthAfricaFirst",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"S. Africa is now on the 27th youth-month, all we can do is dance to #Sarafina
#sowetouprising #DUDULA #Checkpoint",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"""~¶🗣️ #PutSouthAfricaFirst , #EFFSouthAfrica! Foreigners who live in your land will gain more and more power, while you gradually lose yours. They will have money to lend you, but you will have none to lend them. In the end they will be your rulers. #tuesdayvibes <URL>",0,0,0,0,0,1,,,,0,1,1,0,1,1,0,1,0
"@user @user &amp; because of that we must allow lawlessness &amp; disorder? My man, you need brain surgery! Something ain't connecting, seriously!
#PutSouthAfricansFirst is not a request - we're not begging, you, or anyone else - we are enforcing our rights! As Citizens! Good day!! <URL>",0,0,0,0,0,1,,,,0,0,1,0,1,0,0,1,0
"Zuma couldn’t give presidential pardons to students who were arrested during the #FeesMustFall campaign, yet he pardoned his friend Shabir Shaik. Your so-called hero!

#zumaprotests",0,0,0,0,0,0,,,,0,0,1,0,1,1,0,0,0
We continue to kick the dog until the owner showed us his or her undocumented illigal immigrant face #PutSouthAfricaFirst <URL>,0,0,0,0,0,1,,,,1,1,1,1,1,1,0,1,1
Bado I don't get how this will cost someone 38 thaosands.😭😭 <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
#RuleOfLaw is non existent in the new democratic South Africa. The specific targeting of the #Senekal #FarmMurders protest against the #FarmTortures of #BrendinHorner is Anarcho Tyranny - #FailedState <URL>,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"Julius malema's support are illegal foreigners who flood statiums, now he want to make them voting citizen, this is what the stupid 60/40% is all about... #PutSouthAfricaFirst <URL>",0,0,0,0,0,1,,,,0,0,1,0,1,0,0,1,1
Why is there still an Israeli ambassador in South Africa_x1f92c_ #Palestine,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"If you thought you've never seen a demon believe me you have. It has a big nose and it wears a suit.
Mr. Marikana Massacre
Mr. Phoenix Massacre
Mr. Insurrection
Mr. Vaccine
Mr. I didn't resign because I wanted to disrupt state capture but at the same time I wasn't aware of S/C",0,0,0,0,1,1,,,,0,0,1,0,1,1,0,0,1
"@user @user #PutSouthAfricansFirst the strike continues, #EnoughIsEnough",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"@user Black judge, white judge, it does not matter!

There's more to South Africa than ""black and white"" politics. So, don't be like AfriForum - always thinking the worst about our country.

We are one nation - stop pronouncing and wishing division. 

#MoreThanAFlag #ApartheidFlag <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user @user Shocking, isn't it a free invitation to other Zimbos since SA has free things for foreigners 💔",0,0,0,0,1,1,,,,0,0,1,0,1,1,0,1,1
@user Where is the recording of Minister Sisulu apology?,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user I was convinced I was gonna vote for you cone 2024..until I realised..you are not for poor South Africans. SA need a president who is fighting for poor SAns.Who are educated yet deceived of their jobs by foreigners.Are you waiting for Xenophobic attack to act?? #OperationDudula <URL>,0,0,0,0,0,1,,,,0,0,0,0,1,0,0,1,0
@user @user Everyday it's becoming clear that anc is on the side of foreigners...enough reason to shift the vote come elections..they're being exposed big time..it's a mess.,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,1,0
"@user Sorry I don’t talk to people with feelings of grandeur.I don’t talk to people that hold ace cards to people ,I don’t talk to anarchists that want to show that they are powerful at the expense of the country tribalist always see this when it’s not there .",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1
Couldn’t think of a better way to end our fourth - and final - season of #RugbyLateTackle... Thank you #SiyaKolisi for your time and sharing your off-field insights... <URL> @user @user - it’s been a pleasure _x1f44a__x1f3c9__x1f37b_@user @user,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
We really can't make this stuff up #PutSouthAfricansFirst <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user They were very quick to respond when that mafia Andile Lungisa was suppose to start his sentence, i bet the chickens have come home to roost. #PutSouthAfricansFirst",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
I don't think South Africa must have a relationship with Israel,0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
EFF leader Julius Malema has appealed to young people in the country to take on the administration of President Cyril Ramaphosa. <URL>,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0
"Beautifully written @user _x1f44f__x1f3fc_ 
And as for #SiyaKolisi, well, long may he rule _x1f44a__x1f3fc_ <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user @user @user You could've made sense by shutting up.,0,0,0,0,0,1,,,,0,0,1,0,1,0,0,0,1
"I never thought they will allow #SiyaKolisi to lift the trophy first _x1f64c_

#RWCFinal #Habashwe",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Taxi fares to more than double across country – Santaco <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user @user @user @user @user @user Operation dudula and #PutSouthAfricanFirst  with action SA must chase these foreigners out now..they are bringing crime in our country,0,1,0,0,0,0,,,,1,1,1,0,1,1,1,1,1
"After WHITENESS was dealt a heavy blow in #Senekal, some of us knew that there would be a STORY about EFF or its leaders this weekend by the mouthpiece of WHITENESS referred to as the media.ASIJIKI @user @user @user @user",0,0,0,0,1,0,,,,0,1,1,0,1,0,0,1,0
"@user Are you SA politicians here for South Africans?? Or all you just catr for is votes?? N hungry for power??

Tell us @user ..what are you doing to ensure that ANC enforce our immigration laws n our constitution??. Why are you not fighting the hiring of foreigners??",0,0,0,0,0,0,,,,0,1,1,0,1,0,0,1,0
The Springbok team to play against the Wallabies on Saturday at Nelson Mandela Bay Stadium in Port Elizabeth. #Mandela100 #RSAvAUS <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Cape Town will never be the same #EFFInBrackenfell,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
That is why #Dudula2021 #DUDULA want all illigal immigrants in this country to go back to their own countries . <URL>,0,0,0,0,0,0,,,,0,1,1,0,1,0,0,1,1
"@user @user Yoooo! Hotels make good student accommodation, students don’t default 🤞🏿",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
#PutSouthAfricaFirst  The racists missing Apartheid Name and shame 🇿🇦 <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1
@user @user @user And you ask yourself who pays for the transportation of these illegal immigrants passing through so many countries and when they reach SA they become businessmen owning shops in a foreign country when they don't own even bicycles in their own countries ! Our intelligence units ??,0,0,0,0,0,1,,,,0,0,1,0,1,0,0,1,0
"#NaomiCampbell is English, but it seems her allegiance lies with the #SiyaKolisi (and, perhaps, the #Springboks he leads). <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"As lovers of freedom &amp; of justice, we stand with the Palestinian people in their quest for self-determination, but also in their resistance against the deprivation of their human rights &amp; the denial of their dignity. From the President’s Desk. 17/05/2021

<URL> <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Mojapelo: It is now necessary against that history and meaning of the flag to consider hate speech in SA law to determine whether a gratuitous display constitutes hate speech. TM #ApartheidFlag,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Dasen Thathiah (Journo):

We're trying to disguise the person arrested by Police in Phoenix

He's suspected to be linked to a stolen gun, recovered by Police. A precursor to this raid

Those goods are suspected to be looted, that are being taken out of this shop

#PhoenixMassacre <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"We’re not going to be populist and entertain xenophobic tendencies. If people don’t vote for EFF because it refuses to be xenophobic, then so be it. <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"So #PutSouthAfricansFirst is concerned about what is happening in Zim, really? Like, genuinely? Gerara here 😂 🤣
Aren't they for self, nobody but self?
You can't preach narrow Nationalism and claim to be concerned about issues outside your narrow space, akere you boxed yourself?",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
"@user Prof Madonsela is using the ""Touch not the anointed "" rule when it comes to Bushiri but if is EFF in Senekral or Brackenfell she would be jumping around like popcorns",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
@user Good morning team #morninglivesabc isolated let us congratulate our team #Bokke for beating the stubborn #teamengland and congratulations to our first ever black leader who stand up and say #ThumaMina #SiyaKolisi .,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
Toxic people poison society. #PutSouthAfricansFirst <URL>,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"Coming up in your 14h00 news with Keamogetswe Matlala (@user

-Gauteng health launches an investigation into the recent rape case at Soweto hospital

-2nd suspect implicated in the Senekal violent protest is set to appear in court

For more, tune into @user

#VOWFMNEWS",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user @user @user @user THESE THINGS ARE HYPOCRITES MAN THEY THINK WE DON'T KNOW WHAT'S GOING ON IN ZIMBABWE THEY HAVE STRONG RELATIONS WITH CHINA THAT CAN BE USED BUT INSTEAD CHINA IS LOOTING WITH ZANU &amp; THEY SAY NOTHING YET NYWE NYWE NYWE HERE IN SOUTH AFRICA,0,0,0,0,0,0,,,,0,1,1,0,1,1,0,0,1
A movie starring Israel Zulu please _x1f64f_ @user <URL>,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0
"Nigerians selling drug's live at Cape Town Station. Guess what Prasa security knows about this but because they get paid to turna blind eye. 
@user @user
#PutSouthAfricansFirst <URL>",0,0,0,0,1,0,,,,0,0,1,0,1,1,0,1,1
#OperationDudula #June16. Don't forget to also deal with drug lords..We all know who they are <URL>,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,1,1
"@user If employers find foreign drivers indispensable, then they should close shop and go setup operations in Zim, Malawi, etc. But they can't want to benefit from a hard won liberal constitutional democracy with a bigger Economy and preclude locals from employment opportunities",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,1,0
"Revamp your Cv 
+ Cover letter to attract recruiters. 

DM 📲
Whatsapp: 062 592 3397

Faith Nketsi | Sjava | Boity | Amapiano | Somizi | Eskom | The Estate | Mseleku | Mas Musiq | Robert Marawa |  John Steenhuisen | SA Hip Hop | Jozi | #PhoenixMassacre | #FetchYourBody2021 <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"The government never created humans, and this thing of letting one person and his collegues to make decisions for people whom he doesnt even know or even care about MUST end.#ILoveEatingRussians #TeamSA #PutSouthAficansFirst #shonafergusonfuneral #EFFinPhoenix #PhoenixMassacre <URL> <URL>",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"@user @user @user #PutSouthAfricaFirst .DA has chosen to be an opposition party for life, they will never become a govenrning party coz they are racist, EFF is only interested in foreighners and corrupt and ANC is mafioso.Our only hope is MASHABA.",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,1
@user Ohhh Hallelujah I do @user .. We wanna come back  home @user to share what we learned abroad ... Time for change.. we are ready.. #putsouthafricafirst home sweet home.. We are fearless or?,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
Don't focus more on the #prisoner and the Correctional Services forgetting that Fees Must Fall🔥 prisoner's get free education amd soft life. let's go back to the reality #FeesMustFall <URL>,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
@user @user @user No it doesn't. Why give work to foreigners when we have the same skills locally. Can we agree on that? Every other country is doing  the same so why open our country when others are looking out for their own citizens?,0,0,0,0,0,0,,,,0,1,1,0,1,0,0,0,0
"Boko Haram and Black Axe cultists will be having a rally as a show of force against South Africans on thursday. 
This comes a year after defeating South African police in the Joburg CBD. 
Friday we'll march to Home Affairs to demand their deportation.
#16OctoberCleanSA",0,0,0,0,0,0,,,,0,1,1,0,1,1,0,1,1
A massive road block on the M5 road just outside #Senekal with busses loaded with EFF members being searched. #SABCNews <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user @user @user What I find truly amazing is how so many foreigners are able to either find work or start their own small businesses in SA. This, despite all the odds stacked against them. SAns truly are the worlds biggest complainers.",0,0,0,0,0,0,,,,0,1,1,0,1,0,0,0,0
"This here should be deemed as high treason which should  be matched with severe punitive measures! We're in this 💩💩 coz of sellouts of citizens!!#PutSouthAfricansFirst #WeWantOurCountryBack 

<URL>",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
"I want to be #SiyaKolisi when i grow up!

#RWCFinal #Bokke

_x1f1ff__x1f1e6__x1f451_",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Hawks arrest three after finding heroin worth R87.5m hidden in truck <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"The murder of George Floyds in USA irked Ramaphosa etal. Similarly that of Brendin Horner irked Afriforum &amp; farmers.The assassination in cold blood of an African woman activist against mining at Hluhluwe Game Farm, Fikile Ntshangase hasn't touched hearts of govt &amp; Afriforum.",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user @user High Five to #PutSouthAfricansFirst Patriots we've made it Past One Year _x1f388_ @user  @user  failed to ABORT US, THE MOVEMENT IS SPREADING LIKE WILD FIRE _x1f525__x1f525__x1f525_ #OperationDudula 
#OperationDudula #OperationDudula",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,1,0
"My heart literally started melting_x1f62d_❤️_x1f64c__x1f3fd_, so cute_x1f60a_❤️
#Springboks #SiyaKolisi #Bokke #RainbowNation #NewSouthAfrica #ProudlySouthAfrican #RacismSucks#SouthAfricansAreNotRacist #LetsGetAlongAlready #ColourBlind #LoveAllRaces <URL>",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"Some of us love you Oom✌
#PutSouthAfricansFirst <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user When we go to Nigeria, Botswana, Pakistan, Lesotho, Zimbabwe, Somalia etc we don't behave like they do in our country. We respect their laws. Is it wrong to tell them to return the favor?",0,1,0,0,1,0,,,,0,0,1,0,1,0,0,1,1
"If we don't help Zimbabweans, those already in South Africa will never leave like most of you'd want them to.. If anything more of them will come and do your jobs for less than half the salary you'd get.

Let's #PutSouthAfricansFirst by helping #Zimbabwe,  #ZimbabweanLivesMatter",0,0,0,0,1,0,,,,0,0,1,0,0,0,0,0,0
"Reminiscing of the good old day, #June16 #operationdudula #dudula2021 <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,1,0,1,1
"@user @user Not only Zimbabweans mam...
I believe these Nigerians are here for same reason as well.",0,0,0,0,1,0,,,,0,0,0,0,1,1,0,1,1
"#Bushiri brethren let us unite in prayer starting from now on for our beloved Judge mme Thandi  for God to grand her with wisdom and knowledge to make thee right decision to send this thug where they belong #Jail😎
#PutSouthAfricaFirst 
#SouthAfricaforSouthAfrica❤️🇿🇦 <URL>",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,1
"EFF is fixing the country.

Fighters after this Senekal thing please go to Orania in the Northern cape. 

Senekal
Farmers <URL>",0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0
@user You Celebrities you scared to talk about these issues coz you think of gigs wait till this happen to your family then you will see. #PutSouthAfricansFirst.  start fixing your family before you pass it to your neighour.,0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
Check out this video and see why Premier @user Captain #SiyaKolisi and other key dignitaries attended the official launch of the #PanasonicSA office in the heart of Cape Town: <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user I don’t usual play in this space but this is one privileges white SANS will never let go. Cheap labour is more appealing to them than anything. The hatred and lack of sympathy towards black SANs is deep seeded🙆🏿‍♂️,0,0,0,0,1,1,,,,,,,0,1,1,0,1,1
"#RWCFinal #SiyaKolisi #ENGVSA
#SPRINGBOKS #witsies4bokke the boys are working hard
Witsies fully behind the boks",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user Why are your minions singing one settler one bullet at a #FeesMustFall  protest? <URL>,0,0,0,0,0,1,,,,0,0,1,0,1,1,0,0,0
#EFF gaan weer gemoer word  !!! #kraaifontein is erger as #brackenfell,0,0,0,0,0,0,,,,0,0,1,1,0,0,1,1,1
"Fighters let's make sure these colonial settlers feel the heat both on the ground and online.

We must trend the whole day. We must agitate the Brackenfell-ers on here too.

Siyaya e Brackenfell. This is our land haybo #EFFInBrackenfell <URL>",0,0,0,0,0,0,,,,1,1,1,0,1,1,0,0,0
"_x1f602_Goboke, Goboke, Goboke!!!! _x1f602__x1f602__x1f602_ This is my favourite @user
Mabaleqwe Coach, no doubt! #SiyaKolisi #GoBokke _x1f483__x1f44c__x1f483_ <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user Why you were not looking at him straight into his eyes?,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"The Immigration scam and the Open borders nonsense is being attacked all over the world.

Nation States are fighting for their sovereignity.

South Africans have every right to demand border security and local employment.

Ons vir jou Suid Africa 🇿🇦

#PutSouthAfricansFirst <URL>",0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"In RSA🇿🇦 we have approximately 60m excluding ±30m illegal foreigners, only RSA🇿🇦 citizens will get the #vaccine, are the foreigners not gonna infect us and their people back home? #VaccinationIsNotCompulsary #VaccineCertificate #Gqeberha #PhoenixMassacre",0,1,0,0,0,1,,,,0,1,0,0,1,0,0,0,0
"<URL> | Division and race baiting in SA: Government is deeply disturbed, says Mabuza <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user @user Thy can never b ready for us, ask them to b honest with u.. We will crush them if we want to.. That's why we saying Govt must deal with them.. Coz we won't have tym 4 explanations",0,1,0,0,0,1,,,,0,0,1,1,1,0,0,1,1
"@user @user @user @user @user What's yours?? If you're not a born SA citizen, just stay in your lane and in your country. 

#PutSouthAfricansFirst 
#WeWantOurCountryBack",0,1,0,0,0,1,,,,0,1,1,0,1,0,0,0,1
#Senekal of course the EFF thugs are throwing rocks they are terrorists. And police are nowhere to be seen because it's their brothers doing the crime. Why is everyone so surprised?,0,0,0,0,0,1,,,,0,0,1,0,1,1,0,1,1
@user @user @user @user @user @user Less than 100 people are here. EFF supporters thousands there in senekal .and those people are from different provinces,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0
"Report illegal immigrant in your neighbourhood to the @user

 #PutSouthAfricansFirst",0,0,0,0,0,0,,,,0,1,0,0,1,0,0,0,0
@user This is sad,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
